municipality,neighbourhood,origin,inhabitants
Amsterdam,"Bijlmer Centrum (D,F,H)",Liechtenstein,1
Amsterdam,"Bijlmer Centrum (D,F,H)",Luxemburg,9
Amsterdam,"Bijlmer Centrum (D,F,H)",Macau,2
Amsterdam,"Bijlmer Centrum (D,F,H)",Malawi,1
Amsterdam,"Bijlmer Centrum (D,F,H)",Maleisië,10
Amsterdam,"Bijlmer Centrum (D,F,H)",Mali,7
Amsterdam,"Bijlmer Centrum (D,F,H)",Marokko,664
Amsterdam,"Bijlmer Centrum (D,F,H)",Martinique,1
Amsterdam,"Bijlmer Centrum (D,F,H)",Mauritanië,1
Amsterdam,"Bijlmer Centrum (D,F,H)",Mauritius,1
Amsterdam,"Bijlmer Centrum (D,F,H)",Mexico,24
Amsterdam,"Bijlmer Centrum (D,F,H)",Mongolië,4
Amsterdam,"Bijlmer Centrum (D,F,H)",Mozambique,6
Amsterdam,"Bijlmer Centrum (D,F,H)",Myanmar,7
Amsterdam,"Bijlmer Centrum (D,F,H)",Ned. Antillen + Aruba,1373
Amsterdam,"Bijlmer Centrum (D,F,H)",Nederland,4139
Amsterdam,"Bijlmer Centrum (D,F,H)",Nepal,43
Amsterdam,"Bijlmer Centrum (D,F,H)",Nicaragua,5
Amsterdam,"Bijlmer Centrum (D,F,H)",Nieuw-Zeeland,1
Amsterdam,"Bijlmer Centrum (D,F,H)",Niger,8
Amsterdam,"Bijlmer Centrum (D,F,H)",Nigeria,336
Amsterdam,"Bijlmer Centrum (D,F,H)",Noord-Korea,3
Amsterdam,"Bijlmer Centrum (D,F,H)",Noorwegen,12
Amsterdam,"Bijlmer Centrum (D,F,H)",Oostenrijk,24
Amsterdam,"Bijlmer Centrum (D,F,H)",Pakistan,549
Amsterdam,"Bijlmer Centrum (D,F,H)",Panama,1
Amsterdam,"Bijlmer Centrum (D,F,H)",Peru,22
Amsterdam,"Bijlmer Centrum (D,F,H)",Polen,200
Amsterdam,"Bijlmer Centrum (D,F,H)",Portugal,89
Amsterdam,"Bijlmer Centrum (D,F,H)",Puerto Rico,5
Amsterdam,"Bijlmer Centrum (D,F,H)",Roemenië,105
Amsterdam,"Bijlmer Centrum (D,F,H)",Rwanda,4
Amsterdam,"Bijlmer Centrum (D,F,H)",Saint Kitts en Nevis,1
Amsterdam,"Bijlmer Centrum (D,F,H)",Saint-Vincent en de Gren.,1
Amsterdam,"Bijlmer Centrum (D,F,H)",Saoedi-Arabië,13
Amsterdam,"Bijlmer Centrum (D,F,H)",Senegal,20
Amsterdam,"Bijlmer Centrum (D,F,H)",Sierra Leone,54
Amsterdam,"Bijlmer Centrum (D,F,H)",Singapore,24
Amsterdam,"Bijlmer Centrum (D,F,H)",Soedan,53
Amsterdam,"Bijlmer Centrum (D,F,H)",Somalië,145
Amsterdam,"Bijlmer Centrum (D,F,H)",Spanje,163
Amsterdam,"Bijlmer Centrum (D,F,H)",Sri Lanka,49
Amsterdam,"Bijlmer Centrum (D,F,H)",Suriname,7320
Amsterdam,"Bijlmer Centrum (D,F,H)",Swaziland,1
Amsterdam,"Bijlmer Centrum (D,F,H)",Syrië,191
Amsterdam,"Bijlmer Centrum (D,F,H)",Taiwan,11
Amsterdam,"Bijlmer Centrum (D,F,H)",Tanzania,2
Amsterdam,"Bijlmer Centrum (D,F,H)",Thailand,42
Amsterdam,"Bijlmer Centrum (D,F,H)",Togo,28
Amsterdam,"Bijlmer Centrum (D,F,H)",Trinidad en Tobago,8
Amsterdam,"Bijlmer Centrum (D,F,H)",Tunesië,13
Amsterdam,"Bijlmer Centrum (D,F,H)",Turkije,431
Amsterdam,"Bijlmer Centrum (D,F,H)",Uganda,44
Amsterdam,"Bijlmer Centrum (D,F,H)",Uruguay,2
Amsterdam,"Bijlmer Centrum (D,F,H)",Venezuela,19
Amsterdam,"Bijlmer Centrum (D,F,H)",Ver. Arabische Emiraten,9
Amsterdam,"Bijlmer Centrum (D,F,H)",Ver. Staten v. Amerika,105
Amsterdam,"Bijlmer Centrum (D,F,H)",Verenigd Koninkrijk,172
Amsterdam,"Bijlmer Centrum (D,F,H)",Vietnam,30
Amsterdam,"Bijlmer Centrum (D,F,H)",Voorm. Tsjecho-Slowakije,52
Amsterdam,"Bijlmer Centrum (D,F,H)",Voormalig Joegoslavië,126
Amsterdam,"Bijlmer Centrum (D,F,H)",Voormalig Sovjet-Unie,220
Amsterdam,"Bijlmer Centrum (D,F,H)",Zambia,2
Amsterdam,"Bijlmer Centrum (D,F,H)",Zimbabwe,3
Amsterdam,"Bijlmer Centrum (D,F,H)",Zuid-Afrika,18
Amsterdam,"Bijlmer Centrum (D,F,H)",Zuid-Korea,50
Amsterdam,"Bijlmer Centrum (D,F,H)",Zweden,38
Amsterdam,"Bijlmer Centrum (D,F,H)",Zwitserland,17
Amsterdam,"Bijlmer Oost (E,G,K)",Afghanistan,120
Amsterdam,"Bijlmer Oost (E,G,K)",Albanië,7
Amsterdam,"Bijlmer Oost (E,G,K)",Algerije,26
Amsterdam,"Bijlmer Oost (E,G,K)",Angola,27
Amsterdam,"Bijlmer Oost (E,G,K)",Argentinië,24
Amsterdam,"Bijlmer Oost (E,G,K)",Australië,13
Amsterdam,"Bijlmer Oost (E,G,K)",Bangladesh,22
Amsterdam,"Bijlmer Oost (E,G,K)",Barbados,1
Amsterdam,"Bijlmer Oost (E,G,K)",België,117
Amsterdam,"Bijlmer Oost (E,G,K)",Benin,8
Amsterdam,"Bijlmer Oost (E,G,K)",Bhutan,1
Amsterdam,"Bijlmer Oost (E,G,K)",Bolivia,12
Amsterdam,"Bijlmer Oost (E,G,K)",Brazilië,96
Amsterdam,"Bijlmer Oost (E,G,K)",Bulgarije,85
Amsterdam,"Bijlmer Oost (E,G,K)",Burkina Faso,12
Amsterdam,"Bijlmer Oost (E,G,K)",Burundi,11
Amsterdam,"Bijlmer Oost (E,G,K)",Cambodja,2
Amsterdam,"Bijlmer Oost (E,G,K)",Canada,22
Amsterdam,"Bijlmer Oost (E,G,K)",Caribisch Nederland,1
Amsterdam,"Bijlmer Oost (E,G,K)",Caymaneilanden,1
Amsterdam,"Bijlmer Oost (E,G,K)",Chili,21
Amsterdam,"Bijlmer Oost (E,G,K)",China,185
Amsterdam,"Bijlmer Oost (E,G,K)",Colombia,70
Amsterdam,"Bijlmer Oost (E,G,K)",Comoren,1
Amsterdam,"Bijlmer Oost (E,G,K)",Congo,9
Amsterdam,"Bijlmer Oost (E,G,K)",Congo (DR),35
Amsterdam,"Bijlmer Oost (E,G,K)",Costa Rica,1
Amsterdam,"Bijlmer Oost (E,G,K)",Cuba,10
Amsterdam,"Bijlmer Oost (E,G,K)",Denemarken,14
Amsterdam,"Bijlmer Oost (E,G,K)",Dominicaanse Republiek,537
Amsterdam,"Bijlmer Oost (E,G,K)",Duitsland,389
Amsterdam,"Bijlmer Oost (E,G,K)",Ecuador,68
Amsterdam,"Bijlmer Oost (E,G,K)",Egypte,133
Amsterdam,"Bijlmer Oost (E,G,K)",Equatoriaal-Guinea,6
Amsterdam,"Bijlmer Oost (E,G,K)",Eritrea,17
Amsterdam,"Bijlmer Oost (E,G,K)",Ethiopië,102
Amsterdam,"Bijlmer Oost (E,G,K)",Filippijnen,110
Amsterdam,"Bijlmer Oost (E,G,K)",Finland,13
Amsterdam,"Bijlmer Oost (E,G,K)",Frankrijk,106
Amsterdam,"Bijlmer Oost (E,G,K)",Frans Guyana,28
Amsterdam,"Bijlmer Oost (E,G,K)",Gambia,12
Amsterdam,"Bijlmer Oost (E,G,K)",Ghana,3563
Amsterdam,"Bijlmer Oost (E,G,K)",Griekenland,47
Amsterdam,"Bijlmer Oost (E,G,K)",Guadeloupe,1
Amsterdam,"Bijlmer Oost (E,G,K)",Guinee,16
Amsterdam,"Bijlmer Oost (E,G,K)",Guyana,121
Amsterdam,"Bijlmer Oost (E,G,K)",Haïti,12
Amsterdam,"Bijlmer Oost (E,G,K)",Honduras,8
Amsterdam,"Bijlmer Oost (E,G,K)",Hongarije,71
Amsterdam,"Bijlmer Oost (E,G,K)",Hongkong,42
Amsterdam,"Bijlmer Oost (E,G,K)",Ierland,7
Amsterdam,"Bijlmer Oost (E,G,K)",India,469
Amsterdam,"Bijlmer Oost (E,G,K)",Indonesië,553
Amsterdam,"Bijlmer Oost (E,G,K)",Irak,77
Amsterdam,"Bijlmer Oost (E,G,K)",Iran,74
Amsterdam,"Bijlmer Oost (E,G,K)",Israël,21
Amsterdam,"Bijlmer Oost (E,G,K)",Italië,183
Amsterdam,"Bijlmer Oost (E,G,K)",Ivoorkust,32
Amsterdam,"Bijlmer Oost (E,G,K)",Jamaica,20
Amsterdam,"Bijlmer Oost (E,G,K)",Japan,17
Amsterdam,"Bijlmer Oost (E,G,K)",Jemen,2
Amsterdam,"Bijlmer Oost (E,G,K)",Jordanië,6
Amsterdam,"Bijlmer Oost (E,G,K)",Kaapverdië,33
Amsterdam,"Bijlmer Oost (E,G,K)",Kameroen,42
Amsterdam,"Bijlmer Oost (E,G,K)",Katar,1
Amsterdam,"Bijlmer Oost (E,G,K)",Kenia,9
Amsterdam,"Bijlmer Oost (E,G,K)",Koeweit,6
Amsterdam,"Bijlmer Oost (E,G,K)",Libanon,12
Amsterdam,"Bijlmer Oost (E,G,K)",Liberia,38
Amsterdam,"Bijlmer Oost (E,G,K)",Libië,1
Amsterdam,"Bijlmer Oost (E,G,K)",Luxemburg,4
Amsterdam,"Bijlmer Oost (E,G,K)",Madagaskar,1
Amsterdam,"Bijlmer Oost (E,G,K)",Malawi,1
Amsterdam,"Bijlmer Oost (E,G,K)",Maldiven,4
Amsterdam,"Bijlmer Oost (E,G,K)",Maleisië,17
Amsterdam,"Bijlmer Oost (E,G,K)",Mali,1
Amsterdam,"Bijlmer Oost (E,G,K)",Malta,1
Amsterdam,"Bijlmer Oost (E,G,K)",Marokko,633
Amsterdam,"Bijlmer Oost (E,G,K)",Martinique,4
Amsterdam,"Bijlmer Oost (E,G,K)",Mauritius,1
Amsterdam,"Bijlmer Oost (E,G,K)",Mexico,14
Amsterdam,"Bijlmer Oost (E,G,K)",Mongolië,1
Amsterdam,"Bijlmer Oost (E,G,K)",Montserrat,1
Amsterdam,"Bijlmer Oost (E,G,K)",Mozambique,2
Amsterdam,"Bijlmer Oost (E,G,K)",Myanmar,15
Amsterdam,"Bijlmer Oost (E,G,K)",Ned. Antillen + Aruba,1528
Amsterdam,"Bijlmer Oost (E,G,K)",Nederland,6216
Amsterdam,"Bijlmer Oost (E,G,K)",Nepal,35
Amsterdam,"Bijlmer Oost (E,G,K)",Nicaragua,2
Amsterdam,"Bijlmer Oost (E,G,K)",Nieuw-Zeeland,1
Amsterdam,"Bijlmer Oost (E,G,K)",Niger,13
Amsterdam,"Bijlmer Oost (E,G,K)",Nigeria,413
Amsterdam,"Bijlmer Oost (E,G,K)",Noorwegen,9
Amsterdam,"Bijlmer Oost (E,G,K)",Oostenrijk,32
Amsterdam,"Bijlmer Oost (E,G,K)",Pakistan,657
Amsterdam,"Bijlmer Oost (E,G,K)",Panama,1
Amsterdam,"Bijlmer Oost (E,G,K)",Peru,28
Amsterdam,"Bijlmer Oost (E,G,K)",Polen,224
Amsterdam,"Bijlmer Oost (E,G,K)",Portugal,102
Amsterdam,"Bijlmer Oost (E,G,K)",Puerto Rico,1
Amsterdam,"Bijlmer Oost (E,G,K)",Réunion,1
Amsterdam,"Bijlmer Oost (E,G,K)",Roemenië,116
Amsterdam,"Bijlmer Oost (E,G,K)",Rwanda,8
Amsterdam,"Bijlmer Oost (E,G,K)",Saint Kitts en Nevis,4
Amsterdam,"Bijlmer Oost (E,G,K)",Sao Tomé en Principe,1
Amsterdam,"Bijlmer Oost (E,G,K)",Saoedi-Arabië,9
Amsterdam,"Bijlmer Oost (E,G,K)",Senegal,24
Amsterdam,"Bijlmer Oost (E,G,K)",Sierra Leone,62
Amsterdam,"Bijlmer Oost (E,G,K)",Singapore,4
Amsterdam,"Bijlmer Oost (E,G,K)",Sint Lucia,2
Amsterdam,"Bijlmer Oost (E,G,K)",Soedan,39
Amsterdam,"Bijlmer Oost (E,G,K)",Somalië,129
Amsterdam,"Bijlmer Oost (E,G,K)",Spanje,122
Amsterdam,"Bijlmer Oost (E,G,K)",Sri Lanka,20
Amsterdam,"Bijlmer Oost (E,G,K)",Suriname,8946
Amsterdam,"Bijlmer Oost (E,G,K)",Swaziland,1
Amsterdam,"Bijlmer Oost (E,G,K)",Syrië,100
Amsterdam,"Bijlmer Oost (E,G,K)",Taiwan,4
Amsterdam,"Bijlmer Oost (E,G,K)",Thailand,36
Amsterdam,"Bijlmer Oost (E,G,K)",Togo,37
Amsterdam,"Bijlmer Oost (E,G,K)",Trinidad en Tobago,8
Amsterdam,"Bijlmer Oost (E,G,K)",Tsjaad,1
Amsterdam,"Bijlmer Oost (E,G,K)",Tunesië,27
Amsterdam,"Bijlmer Oost (E,G,K)",Turkije,330
Amsterdam,"Bijlmer Oost (E,G,K)",Uganda,23
Amsterdam,"Bijlmer Oost (E,G,K)",Uruguay,2
Amsterdam,"Bijlmer Oost (E,G,K)",Venezuela,23
Amsterdam,"Bijlmer Oost (E,G,K)",Ver. Arabische Emiraten,6
Amsterdam,"Bijlmer Oost (E,G,K)",Ver. Staten v. Amerika,83
Amsterdam,"Bijlmer Oost (E,G,K)",Verenigd Koninkrijk,184
Amsterdam,"Bijlmer Oost (E,G,K)",Vietnam,33
Amsterdam,"Bijlmer Oost (E,G,K)",Voorm. Tsjecho-Slowakije,61
Amsterdam,"Bijlmer Oost (E,G,K)",Voormalig Joegoslavië,180
Amsterdam,"Bijlmer Oost (E,G,K)",Voormalig Sovjet-Unie,184
Amsterdam,"Bijlmer Oost (E,G,K)",Zambia,7
Amsterdam,"Bijlmer Oost (E,G,K)",Zimbabwe,5
Amsterdam,"Bijlmer Oost (E,G,K)",Zuid-Afrika,37
Amsterdam,"Bijlmer Oost (E,G,K)",Zuid-Korea,12
Amsterdam,"Bijlmer Oost (E,G,K)",Zweden,13
Amsterdam,"Bijlmer Oost (E,G,K)",Zwitserland,24
Amsterdam,Buikslotermeer,Afghanistan,239
Amsterdam,Buikslotermeer,Albanië,6
Amsterdam,Buikslotermeer,Algerije,34
Amsterdam,Buikslotermeer,Angola,23
Amsterdam,Buikslotermeer,Argentinië,11
Amsterdam,Buikslotermeer,Australië,8
Amsterdam,Buikslotermeer,Bangladesh,1
Amsterdam,Buikslotermeer,België,45
Amsterdam,Buikslotermeer,Bolivia,2
Amsterdam,Buikslotermeer,Brazilië,68
Amsterdam,Buikslotermeer,Bulgarije,62
Amsterdam,Buikslotermeer,Canada,11
Amsterdam,Buikslotermeer,Chili,7
Amsterdam,Buikslotermeer,China,180
Amsterdam,Buikslotermeer,Colombia,61
Amsterdam,Buikslotermeer,Congo,1
Amsterdam,Buikslotermeer,Congo (DR),11
Amsterdam,Buikslotermeer,Cuba,5
Amsterdam,Buikslotermeer,Cyprus,2
Amsterdam,Buikslotermeer,Denemarken,9
Amsterdam,Buikslotermeer,Dominica,1
Amsterdam,Buikslotermeer,Dominicaanse Republiek,37
Amsterdam,Buikslotermeer,Duitsland,211
Amsterdam,Buikslotermeer,Ecuador,19
Amsterdam,Buikslotermeer,Egypte,177
Amsterdam,Buikslotermeer,Eritrea,19
Amsterdam,Buikslotermeer,Ethiopië,109
Amsterdam,Buikslotermeer,Filippijnen,94
Amsterdam,Buikslotermeer,Finland,6
Amsterdam,Buikslotermeer,Frankrijk,34
Amsterdam,Buikslotermeer,Gambia,8
Amsterdam,Buikslotermeer,Ghana,186
Amsterdam,Buikslotermeer,Griekenland,33
Amsterdam,Buikslotermeer,Guadeloupe,2
Amsterdam,Buikslotermeer,Guatemala,1
Amsterdam,Buikslotermeer,Guinee,14
Amsterdam,Buikslotermeer,Guyana,23
Amsterdam,Buikslotermeer,Haïti,4
Amsterdam,Buikslotermeer,Hongarije,51
Amsterdam,Buikslotermeer,Hongkong,42
Amsterdam,Buikslotermeer,Ierland,17
Amsterdam,Buikslotermeer,IJsland,1
Amsterdam,Buikslotermeer,India,65
Amsterdam,Buikslotermeer,Indonesië,277
Amsterdam,Buikslotermeer,Irak,99
Amsterdam,Buikslotermeer,Iran,104
Amsterdam,Buikslotermeer,Israël,6
Amsterdam,Buikslotermeer,Italië,85
Amsterdam,Buikslotermeer,Ivoorkust,11
Amsterdam,Buikslotermeer,Jamaica,2
Amsterdam,Buikslotermeer,Japan,11
Amsterdam,Buikslotermeer,Jordanië,2
Amsterdam,Buikslotermeer,Kaapverdië,6
Amsterdam,Buikslotermeer,Kameroen,4
Amsterdam,Buikslotermeer,Kenia,4
Amsterdam,Buikslotermeer,Koeweit,9
Amsterdam,Buikslotermeer,Libanon,8
Amsterdam,Buikslotermeer,Liberia,11
Amsterdam,Buikslotermeer,Luxemburg,1
Amsterdam,Buikslotermeer,Maleisië,6
Amsterdam,Buikslotermeer,Mali,1
Amsterdam,Buikslotermeer,Marokko,1073
Amsterdam,Buikslotermeer,Mexico,4
Amsterdam,Buikslotermeer,Mongolië,1
Amsterdam,Buikslotermeer,Mozambique,2
Amsterdam,Buikslotermeer,Myanmar,2
Amsterdam,Buikslotermeer,Ned. Antillen + Aruba,171
Amsterdam,Buikslotermeer,Nederland,4578
Amsterdam,Buikslotermeer,Nepal,30
Amsterdam,Buikslotermeer,Nieuw-Zeeland,1
Amsterdam,Buikslotermeer,Niger,5
Amsterdam,Buikslotermeer,Nigeria,24
Amsterdam,Buikslotermeer,Noorwegen,3
Amsterdam,Buikslotermeer,Oman,1
Amsterdam,Buikslotermeer,Oostenrijk,14
Amsterdam,Buikslotermeer,Pakistan,69
Amsterdam,Buikslotermeer,Paraguay,2
Amsterdam,Buikslotermeer,Peru,2
Amsterdam,Buikslotermeer,Polen,68
Amsterdam,Buikslotermeer,Portugal,54
Amsterdam,Buikslotermeer,Roemenië,64
Amsterdam,Buikslotermeer,Rwanda,1
Amsterdam,Buikslotermeer,Saoedi-Arabië,9
Amsterdam,Buikslotermeer,Senegal,2
Amsterdam,Buikslotermeer,Sierra Leone,12
Amsterdam,Buikslotermeer,Singapore,6
Amsterdam,Buikslotermeer,Sint Lucia,1
Amsterdam,Buikslotermeer,Soedan,9
Amsterdam,Buikslotermeer,Somalië,37
Amsterdam,Buikslotermeer,Spanje,61
Amsterdam,Buikslotermeer,Sri Lanka,9
Amsterdam,Buikslotermeer,Suriname,909
Amsterdam,Buikslotermeer,Syrië,58
Amsterdam,Buikslotermeer,Taiwan,5
Amsterdam,Buikslotermeer,Tanzania,1
Amsterdam,Buikslotermeer,Thailand,26
Amsterdam,Buikslotermeer,Togo,5
Amsterdam,Buikslotermeer,Trinidad en Tobago,3
Amsterdam,Buikslotermeer,Tunesië,11
Amsterdam,Buikslotermeer,Turkije,763
Amsterdam,Buikslotermeer,Uganda,5
Amsterdam,Buikslotermeer,Uruguay,3
Amsterdam,Buikslotermeer,Venezuela,10
Amsterdam,Buikslotermeer,Ver. Staten v. Amerika,51
Amsterdam,Buikslotermeer,Verenigd Koninkrijk,82
Amsterdam,Buikslotermeer,Vietnam,8
Amsterdam,Buikslotermeer,Voorm. Tsjecho-Slowakije,35
Amsterdam,Buikslotermeer,Voormalig Joegoslavië,116
Amsterdam,Buikslotermeer,Voormalig Sovjet-Unie,127
Amsterdam,Buikslotermeer,Zambia,2
Amsterdam,Buikslotermeer,Zuid-Afrika,13
Amsterdam,Buikslotermeer,Zuid-Korea,14
Amsterdam,Buikslotermeer,Zweden,9
Amsterdam,Buikslotermeer,Zwitserland,13
Amsterdam,Buitenveldert-Oost,Afghanistan,26
Amsterdam,Buitenveldert-Oost,Albanië,12
Amsterdam,Buitenveldert-Oost,Algerije,11
Amsterdam,Buitenveldert-Oost,Andorra,1
Amsterdam,Buitenveldert-Oost,Angola,1
Amsterdam,Buitenveldert-Oost,Argentinië,14
Amsterdam,Buitenveldert-Oost,Australië,12
Amsterdam,Buitenveldert-Oost,Bangladesh,2
Amsterdam,Buitenveldert-Oost,België,78
Amsterdam,Buitenveldert-Oost,Bolivia,1
Amsterdam,Buitenveldert-Oost,Brazilië,74
Amsterdam,Buitenveldert-Oost,Bulgarije,37
Amsterdam,Buitenveldert-Oost,Burundi,1
Amsterdam,Buitenveldert-Oost,Canada,24
Amsterdam,Buitenveldert-Oost,Chili,4
Amsterdam,Buitenveldert-Oost,China,128
Amsterdam,Buitenveldert-Oost,Colombia,33
Amsterdam,Buitenveldert-Oost,Cuba,2
Amsterdam,Buitenveldert-Oost,Cyprus,3
Amsterdam,Buitenveldert-Oost,Denemarken,4
Amsterdam,Buitenveldert-Oost,Dominicaanse Republiek,11
Amsterdam,Buitenveldert-Oost,Duitsland,256
Amsterdam,Buitenveldert-Oost,Ecuador,8
Amsterdam,Buitenveldert-Oost,Egypte,36
Amsterdam,Buitenveldert-Oost,Eritrea,6
Amsterdam,Buitenveldert-Oost,Ethiopië,20
Amsterdam,Buitenveldert-Oost,Filippijnen,22
Amsterdam,Buitenveldert-Oost,Finland,13
Amsterdam,Buitenveldert-Oost,Frankrijk,59
Amsterdam,Buitenveldert-Oost,Ghana,25
Amsterdam,Buitenveldert-Oost,Gibraltar,1
Amsterdam,Buitenveldert-Oost,Griekenland,97
Amsterdam,Buitenveldert-Oost,Guinee,6
Amsterdam,Buitenveldert-Oost,Guyana,6
Amsterdam,Buitenveldert-Oost,Honduras,1
Amsterdam,Buitenveldert-Oost,Hongarije,20
Amsterdam,Buitenveldert-Oost,Hongkong,19
Amsterdam,Buitenveldert-Oost,Ierland,13
Amsterdam,Buitenveldert-Oost,IJsland,1
Amsterdam,Buitenveldert-Oost,India,301
Amsterdam,Buitenveldert-Oost,Indonesië,282
Amsterdam,Buitenveldert-Oost,Irak,27
Amsterdam,Buitenveldert-Oost,Iran,64
Amsterdam,Buitenveldert-Oost,Israël,139
Amsterdam,Buitenveldert-Oost,Italië,106
Amsterdam,Buitenveldert-Oost,Ivoorkust,1
Amsterdam,Buitenveldert-Oost,Jamaica,3
Amsterdam,Buitenveldert-Oost,Japan,157
Amsterdam,Buitenveldert-Oost,Jemen,1
Amsterdam,Buitenveldert-Oost,Jordanië,2
Amsterdam,Buitenveldert-Oost,Kaapverdië,4
Amsterdam,Buitenveldert-Oost,Kameroen,6
Amsterdam,Buitenveldert-Oost,Kanaaleilanden,1
Amsterdam,Buitenveldert-Oost,Kenia,5
Amsterdam,Buitenveldert-Oost,Libanon,8
Amsterdam,Buitenveldert-Oost,Liberia,3
Amsterdam,Buitenveldert-Oost,Libië,2
Amsterdam,Buitenveldert-Oost,Luxemburg,1
Amsterdam,Buitenveldert-Oost,Maleisië,5
Amsterdam,Buitenveldert-Oost,Malta,2
Amsterdam,Buitenveldert-Oost,Marokko,190
Amsterdam,Buitenveldert-Oost,Mauritius,1
Amsterdam,Buitenveldert-Oost,Mexico,24
Amsterdam,Buitenveldert-Oost,Mongolië,5
Amsterdam,Buitenveldert-Oost,Myanmar,2
Amsterdam,Buitenveldert-Oost,Ned. Antillen + Aruba,80
Amsterdam,Buitenveldert-Oost,Nederland,3795
Amsterdam,Buitenveldert-Oost,Nepal,7
Amsterdam,Buitenveldert-Oost,Nicaragua,2
Amsterdam,Buitenveldert-Oost,Nieuw-Zeeland,8
Amsterdam,Buitenveldert-Oost,Noorwegen,3
Amsterdam,Buitenveldert-Oost,Oman,1
Amsterdam,Buitenveldert-Oost,Oostenrijk,16
Amsterdam,Buitenveldert-Oost,Pakistan,38
Amsterdam,Buitenveldert-Oost,Panama,1
Amsterdam,Buitenveldert-Oost,Peru,2
Amsterdam,Buitenveldert-Oost,Polen,75
Amsterdam,Buitenveldert-Oost,Portugal,51
Amsterdam,Buitenveldert-Oost,Puerto Rico,1
Amsterdam,Buitenveldert-Oost,Roemenië,51
Amsterdam,Buitenveldert-Oost,Senegal,2
Amsterdam,Buitenveldert-Oost,Sierra Leone,1
Amsterdam,Buitenveldert-Oost,Singapore,9
Amsterdam,Buitenveldert-Oost,Soedan,5
Amsterdam,Buitenveldert-Oost,Somalië,6
Amsterdam,Buitenveldert-Oost,Spanje,83
Amsterdam,Buitenveldert-Oost,Sri Lanka,3
Amsterdam,Buitenveldert-Oost,Suriname,283
Amsterdam,Buitenveldert-Oost,Syrië,17
Amsterdam,Buitenveldert-Oost,Taiwan,25
Amsterdam,Buitenveldert-Oost,Tanzania,4
Amsterdam,Buitenveldert-Oost,Thailand,22
Amsterdam,Buitenveldert-Oost,Togo,4
Amsterdam,Buitenveldert-Oost,Trinidad en Tobago,1
Amsterdam,Buitenveldert-Oost,Tunesië,7
Amsterdam,Buitenveldert-Oost,Turkije,162
Amsterdam,Buitenveldert-Oost,Uganda,11
Amsterdam,Buitenveldert-Oost,Venezuela,11
Amsterdam,Buitenveldert-Oost,Ver. Arabische Emiraten,6
Amsterdam,Buitenveldert-Oost,Ver. Staten v. Amerika,94
Amsterdam,Buitenveldert-Oost,Verenigd Koninkrijk,113
Amsterdam,Buitenveldert-Oost,Vietnam,15
Amsterdam,Buitenveldert-Oost,Voorm. Tsjecho-Slowakije,35
Amsterdam,Buitenveldert-Oost,Voormalig Joegoslavië,99
Amsterdam,Buitenveldert-Oost,Voormalig Sovjet-Unie,191
Amsterdam,Buitenveldert-Oost,Zambia,2
Amsterdam,Buitenveldert-Oost,Zimbabwe,2
Amsterdam,Buitenveldert-Oost,Zuid-Afrika,25
Amsterdam,Buitenveldert-Oost,Zuid-Korea,45
Amsterdam,Buitenveldert-Oost,Zweden,15
Amsterdam,Buitenveldert-Oost,Zwitserland,9
Amsterdam,Buitenveldert-West,Afghanistan,8
Amsterdam,Buitenveldert-West,Albanië,11
Amsterdam,Buitenveldert-West,Algerije,7
Amsterdam,Buitenveldert-West,Angola,5
Amsterdam,Buitenveldert-West,Argentinië,10
Amsterdam,Buitenveldert-West,Australië,30
Amsterdam,Buitenveldert-West,Bahrein,1
Amsterdam,Buitenveldert-West,Bangladesh,7
Amsterdam,Buitenveldert-West,België,118
Amsterdam,Buitenveldert-West,Brazilië,117
Amsterdam,Buitenveldert-West,Bulgarije,113
Amsterdam,Buitenveldert-West,Cambodja,2
Amsterdam,Buitenveldert-West,Canada,24
Amsterdam,Buitenveldert-West,Chili,15
Amsterdam,Buitenveldert-West,China,256
Amsterdam,Buitenveldert-West,Colombia,31
Amsterdam,Buitenveldert-West,Costa Rica,3
Amsterdam,Buitenveldert-West,Cuba,6
Amsterdam,Buitenveldert-West,Cyprus,3
Amsterdam,Buitenveldert-West,Denemarken,24
Amsterdam,Buitenveldert-West,Dominicaanse Republiek,7
Amsterdam,Buitenveldert-West,Duitsland,418
Amsterdam,Buitenveldert-West,Ecuador,7
Amsterdam,Buitenveldert-West,Egypte,80
Amsterdam,Buitenveldert-West,El Salvador,3
Amsterdam,Buitenveldert-West,Eritrea,3
Amsterdam,Buitenveldert-West,Ethiopië,26
Amsterdam,Buitenveldert-West,Filippijnen,32
Amsterdam,Buitenveldert-West,Finland,20
Amsterdam,Buitenveldert-West,Frankrijk,136
Amsterdam,Buitenveldert-West,Gabon,1
Amsterdam,Buitenveldert-West,Gambia,1
Amsterdam,Buitenveldert-West,Ghana,30
Amsterdam,Buitenveldert-West,Griekenland,85
Amsterdam,Buitenveldert-West,Guatemala,6
Amsterdam,Buitenveldert-West,Guinee,5
Amsterdam,Buitenveldert-West,Guyana,3
Amsterdam,Buitenveldert-West,Hongarije,58
Amsterdam,Buitenveldert-West,Hongkong,49
Amsterdam,Buitenveldert-West,Ierland,24
Amsterdam,Buitenveldert-West,IJsland,1
Amsterdam,Buitenveldert-West,India,453
Amsterdam,Buitenveldert-West,Indonesië,621
Amsterdam,Buitenveldert-West,Irak,40
Amsterdam,Buitenveldert-West,Iran,63
